Age,Gender,Location,Monthly_Income,Education_Level,Platforms_Used,Influencer_Follow_Frequency,Influencer_Type,Product_Discovery_Mode,Num_Influencer_Purchases,Trust_Score,Influencer_Product_Categories,Purchase_Motivators,Purchase_Concerns,Try_New_Brand_Likelihood,Avg_Monthly_Influencer_Spend,Willingness_to_Spend_on_New,Buy_Now_Link_Likelihood,Prefer_Brand_Transparency,ROI_Transparency_Importance,Biggest_Purchase_Factor,Best_Value_Influencer_Tier,Engagement_with_Influencer_Content,Feels_Oversaturated,Suggestions_Concerns
66,Male,Other,11000,Graduate,"YouTube, Others",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,3,"Fashion, Beauty",Discounts or offers,"Product quality concerns, Return policies",4,3409,5213,5,Yes,3,Product quality,Micro-influencers,Sometimes,No,Need more transparency
18,Male,Berlin,10800,High School,"Others, Instagram, Facebook",Rarely,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,3,2,"Home & Living, Fashion","Discounts or offers, Brand reputation",Return policies,3,640,1038,3,Yes,3,Convenience,Mid-tier influencers,Rarely,No,Highlight local brands
29,Female,Sydney,16400,Graduate,"Others, YouTube",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,4,Technology,"Discounts or offers, Quality of content",Price,3,4345,6949,3,Yes,5,Product quality,Micro-influencers,Often,Yes,Highlight local brands
27,Female,Dubai,27100,Graduate,"TikTok, Others, Facebook",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Other,1,3,Home & Living,Quality of content,"Product quality concerns, Price",3,1265,1227,3,Yes,4,Product quality,Macro-influencers,Often,Yes,Improve product quality
23,Female,London,16800,Graduate,"TikTok, YouTube",Rarely,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,2,4,"Technology, Others",Peer influence,Price,3,6820,6147,4,Yes,5,Product quality,Mega-influencers,Sometimes,Yes,Need more transparency
24,Female,Dubai,15300,High School,"YouTube, Others, Instagram",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Other,1,3,"Technology, Food & Beverages","Discounts or offers, Quality of content",Return policies,2,2186,2844,5,Yes,5,Trust,Mid-tier influencers,Rarely,No,Better product reviews
27,Male,Dubai,11800,Graduate,"Twitter, TikTok",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,3,4,Beauty,"Discounts or offers, Brand reputation","Price, Return policies",4,913,1293,4,Yes,4,Trust,Mid-tier influencers,Always,Yes,Highlight local brands
29,Male,Mumbai,23500,High School,"YouTube, Instagram, Others",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,3,5,"Food & Beverages, Fashion",Positive product reviews,Price,3,3552,3341,5,Yes,4,Other,Mid-tier influencers,Sometimes,No,Lower prices
31,Female,Sydney,21000,Graduate,"Twitter, Others",Often,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,2,5,Beauty,"Quality of content, Peer influence",Product quality concerns,4,5438,7906,4,No,5,Other,Micro-influencers,Rarely,No,No suggestions
25,Female,Other,26400,Graduate,"YouTube, Facebook",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,2,3,"Fashion, Fitness","Positive product reviews, Peer influence, Quality of content","Product quality concerns, Authenticity of product",4,5340,7049,4,Yes,3,Other,Micro-influencers,Sometimes,No,Lower prices
28,Female,Berlin,21000,Graduate,"Twitter, TikTok",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,5,4,"Home & Living, Food & Beverages","Peer influence, Brand reputation, Discounts or offers","Delivery issues, Product quality concerns",4,2648,2861,4,Yes,5,Product quality,Macro-influencers,Sometimes,No,Lower prices
34,Male,Dubai,11400,Postgraduate,"Twitter, Instagram, Facebook",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,0,2,Food & Beverages,"Discounts or offers, Positive product reviews, Peer influence",Price,2,2739,3329,4,Yes,5,Product quality,Mid-tier influencers,Often,Yes,Highlight local brands
34,Male,London,8800,Postgraduate,"Instagram, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Online search,3,4,"Fashion, Beauty","Positive product reviews, Peer influence, Quality of content","Delivery issues, Authenticity of product",1,4711,3796,5,Yes,4,Product quality,Mid-tier influencers,Often,Yes,Better product reviews
25,Male,Berlin,14500,High School,"TikTok, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,1,4,"Fitness, Fashion","Positive product reviews, Quality of content","Authenticity of product, Delivery issues",2,1527,1297,4,Yes,4,Other,Micro-influencers,Often,Yes,No suggestions
31,Female,Other,9800,Other,"Others, Twitter, YouTube",Never,"Macro-influencers (100,000 to 1 million followers)",Online search,2,4,"Fashion, Fitness","Peer influence, Positive product reviews, Brand reputation",Product quality concerns,3,1938,2855,3,Yes,4,Price,Macro-influencers,Sometimes,Yes,Limit sponsored content
26,Female,Other,9400,Postgraduate,"TikTok, Others",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,4,4,"Food & Beverages, Beauty","Brand reputation, Quality of content, Peer influence","Product quality concerns, Authenticity of product",2,1751,1939,4,Yes,3,Convenience,Micro-influencers,Always,Yes,Collaborate with trusted influencers
29,Female,Berlin,24600,Postgraduate,"Twitter, Instagram, Others",Never,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,3,5,"Fashion, Others",Brand reputation,"Authenticity of product, Product quality concerns",3,733,785,3,No,4,Product quality,Mid-tier influencers,Always,Yes,Collaborate with trusted influencers
44,Male,Berlin,9500,Postgraduate,"Instagram, Facebook",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,4,3,Others,"Peer influence, Discounts or offers",Authenticity of product,4,1669,2341,5,Yes,3,Other,Mega-influencers,Sometimes,Yes,Highlight local brands
28,Female,Other,18500,High School,"Facebook, Instagram, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,5,"Others, Food & Beverages",Peer influence,Authenticity of product,3,633,1000,3,Yes,5,Convenience,Mega-influencers,Sometimes,No,No suggestions
28,Male,Berlin,17600,Postgraduate,"Others, YouTube, Facebook",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,32,3,Fashion,Peer influence,Delivery issues,4,2050,2099,5,Yes,2,Trust,Mid-tier influencers,Never,No,Improve product quality
60,Female,Berlin,25300,Postgraduate,"Twitter, TikTok",Rarely,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,3,Fitness,Peer influence,"Authenticity of product, Price",3,1339,1086,3,Yes,4,Convenience,Mid-tier influencers,Sometimes,No,Need more transparency
27,Female,Other,14500,High School,"Twitter, Others",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,3,4,"Fitness, Others","Discounts or offers, Brand reputation",Delivery issues,4,2100,2094,4,Yes,3,Other,Micro-influencers,Rarely,No,No suggestions
25,Female,London,37800,Graduate,"Others, Facebook, YouTube",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,1,Home & Living,"Quality of content, Discounts or offers, Brand reputation","Price, Authenticity of product",3,1025,933,5,Yes,3,Other,Mid-tier influencers,Sometimes,Yes,Collaborate with trusted influencers
21,Female,Other,21000,Postgraduate,"Twitter, TikTok, Instagram",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,2,2,Fashion,"Positive product reviews, Quality of content, Discounts or offers","Delivery issues, Product quality concerns",3,1764,2230,2,Yes,3,Product quality,Micro-influencers,Often,Yes,Highlight local brands
21,Male,New York,15700,High School,"TikTok, Facebook, Others",Often,"Micro-influencers (1,000 to 10,000 followers)",Online search,3,1,"Fitness, Fashion",Discounts or offers,"Price, Return policies",5,5580,8766,4,Yes,1,Convenience,Micro-influencers,Rarely,No,Highlight local brands
23,Female,Berlin,13500,Postgraduate,"Facebook, Others",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,2,5,"Home & Living, Others",Brand reputation,"Delivery issues, Product quality concerns",3,1465,2327,3,No,4,Trust,Macro-influencers,Often,Yes,No suggestions
18,Female,Berlin,13500,Postgraduate,"Twitter, Instagram",Always,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,0,3,"Technology, Fitness","Peer influence, Quality of content","Price, Product quality concerns",4,3896,4657,3,Yes,5,Trust,Mid-tier influencers,Rarely,Yes,Collaborate with trusted influencers
25,Female,London,14200,Postgraduate,"Twitter, YouTube",Always,"Macro-influencers (100,000 to 1 million followers)",Other,0,3,Home & Living,"Brand reputation, Peer influence, Quality of content","Delivery issues, Return policies",5,783,840,5,No,5,Price,Macro-influencers,Rarely,Yes,Improve product quality
27,Male,Other,23900,Graduate,"YouTube, Instagram, Twitter",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,3,2,Fashion,"Discounts or offers, Brand reputation, Quality of content",Delivery issues,4,308,284,5,Yes,4,Price,Macro-influencers,Sometimes,Yes,Lower prices
16,Female,Mumbai,7000,Postgraduate,"YouTube, TikTok, Twitter",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,4,4,"Others, Home & Living","Quality of content, Discounts or offers","Delivery issues, Price",4,611,950,1,Yes,3,Trust,Mid-tier influencers,Sometimes,Yes,Need more transparency
18,Other,Mumbai,15300,Graduate,"Instagram, YouTube, Others",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,3,1,Home & Living,"Discounts or offers, Positive product reviews","Return policies, Product quality concerns",4,5581,4736,4,Yes,3,Convenience,Micro-influencers,Sometimes,Yes,Improve product quality
19,Female,Sydney,43200,Postgraduate,"Others, TikTok, Instagram",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Online search,1,4,Home & Living,"Peer influence, Brand reputation, Quality of content",Delivery issues,4,1316,1427,5,No,4,Trust,Micro-influencers,Always,Yes,Limit sponsored content
31,Prefer not to say,Berlin,145703,High School,"YouTube, Facebook",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,1,2,Food & Beverages,"Positive product reviews, Discounts or offers, Peer influence",Authenticity of product,2,1364,1957,3,Yes,3,Trust,Micro-influencers,Often,Yes,Collaborate with trusted influencers
16,Male,New York,6200,High School,"TikTok, YouTube, Twitter",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,4,Technology,"Positive product reviews, Quality of content",Authenticity of product,3,1074,901,3,Yes,5,Convenience,Macro-influencers,Never,Yes,Improve product quality
21,Female,New York,11600,Graduate,"YouTube, Instagram",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,4,4,"Beauty, Others","Brand reputation, Quality of content, Positive product reviews","Delivery issues, Price",3,4032,3234,2,Yes,1,Trust,Micro-influencers,Sometimes,No,Collaborate with trusted influencers
16,Male,Sydney,21800,Postgraduate,"Twitter, Instagram",Often,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,0,3,Beauty,"Peer influence, Brand reputation, Positive product reviews",Product quality concerns,3,6176,5932,3,Yes,4,Product quality,Mid-tier influencers,Rarely,Yes,Limit sponsored content
20,Female,New York,20400,Graduate,"Twitter, Instagram",Often,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,1,4,Beauty,"Brand reputation, Quality of content, Peer influence","Delivery issues, Price",3,2672,3572,1,Yes,3,Product quality,Mid-tier influencers,Never,Yes,Highlight local brands
25,Male,Other,7900,Graduate,"Instagram, YouTube",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,3,Fashion,"Quality of content, Positive product reviews, Peer influence",Delivery issues,3,305,343,3,No,4,Convenience,Macro-influencers,Rarely,Yes,Limit sponsored content
35,Male,New York,21400,Graduate,"Others, Twitter",Often,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,2,5,Home & Living,Quality of content,"Return policies, Authenticity of product",4,2581,4229,3,No,2,Price,Macro-influencers,Sometimes,Yes,Collaborate with trusted influencers
21,Female,Sydney,15800,Graduate,"Others, Facebook, TikTok",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,0,4,"Food & Beverages, Beauty","Peer influence, Brand reputation, Positive product reviews","Product quality concerns, Return policies",3,7099,6639,5,Yes,4,Price,Mid-tier influencers,Always,No,Better product reviews
30,Male,Mumbai,9900,Graduate,"Twitter, YouTube, Instagram",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,4,"Others, Home & Living",Brand reputation,"Product quality concerns, Price",1,1881,3168,2,Yes,4,Convenience,Mid-tier influencers,Always,Yes,Better product reviews
24,Male,London,8700,Postgraduate,"TikTok, Twitter",Never,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,2,5,"Food & Beverages, Beauty","Brand reputation, Discounts or offers, Peer influence",Authenticity of product,4,3536,3466,2,No,2,Other,Macro-influencers,Often,Yes,Better product reviews
34,Male,London,20400,Graduate,"YouTube, TikTok, Others",Always,"Macro-influencers (100,000 to 1 million followers)",Online search,0,4,"Food & Beverages, Others","Discounts or offers, Brand reputation",Price,2,1648,2562,4,Yes,5,Product quality,Micro-influencers,Rarely,Yes,Better product reviews
38,Male,Other,8000,Graduate,"Facebook, YouTube, Twitter",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Online search,3,4,Home & Living,"Discounts or offers, Peer influence","Return policies, Price",5,1509,1825,3,No,1,Product quality,Micro-influencers,Always,No,Limit sponsored content
23,Female,Mumbai,23700,Postgraduate,"Twitter, Instagram",Never,Mega-influencers (Over 1 million followers),Advertisements,4,3,Others,"Quality of content, Discounts or offers","Authenticity of product, Price",4,245,252,3,Yes,5,Other,Mid-tier influencers,Sometimes,Yes,Highlight local brands
34,Male,New York,14100,Postgraduate,"YouTube, TikTok",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Advertisements,2,4,"Fashion, Food & Beverages",Positive product reviews,Delivery issues,3,2950,3157,3,Yes,5,Trust,Micro-influencers,Often,No,No suggestions
16,Male,Sydney,10700,High School,"Others, Facebook, Twitter",Often,Mega-influencers (Over 1 million followers),Advertisements,3,3,Fashion,"Positive product reviews, Quality of content","Price, Product quality concerns",4,1013,1224,4,No,5,Product quality,Micro-influencers,Often,Yes,Collaborate with trusted influencers
19,Male,Sydney,9800,Graduate,"YouTube, Twitter, Others",Often,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,3,4,Fashion,Brand reputation,"Return policies, Price",3,426,676,4,Yes,2,Trust,Macro-influencers,Often,No,No suggestions
37,Female,Other,18000,High School,"Facebook, YouTube, Twitter",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,4,Fitness,"Positive product reviews, Discounts or offers","Product quality concerns, Price, Delivery issues, Authenticity of product, Return policies",4,2223,2315,3,Yes,3,Trust,Mid-tier influencers,Never,Yes,Need more transparency
27,Male,New York,9200,Postgraduate,"TikTok, Facebook",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,1,1,Home & Living,"Positive product reviews, Quality of content, Discounts or offers",Return policies,3,1785,2541,3,Yes,4,Other,Micro-influencers,Never,Yes,Better product reviews
26,Female,London,11800,Postgraduate,"YouTube, Facebook, Others",Rarely,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,4,5,"Fitness, Beauty",Brand reputation,Price,1,3641,4333,3,No,3,Price,Micro-influencers,Always,Yes,Highlight local brands
25,Female,Dubai,20100,Graduate,"Instagram, Facebook, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,3,Food & Beverages,"Peer influence, Positive product reviews",Price,4,3235,3289,4,No,5,Other,Micro-influencers,Sometimes,No,Need more transparency
24,Male,New York,17800,High School,"Instagram, Facebook, Twitter",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,3,Fitness,"Discounts or offers, Positive product reviews, Quality of content",Authenticity of product,3,2762,3534,5,Yes,3,Trust,Macro-influencers,Sometimes,Yes,No suggestions
16,Female,New York,27200,Graduate,"Instagram, YouTube, TikTok",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,2,"Fitness, Technology",Quality of content,"Product quality concerns, Return policies",3,5249,8216,4,No,4,Trust,Micro-influencers,Sometimes,No,Limit sponsored content
16,Female,Mumbai,10100,Postgraduate,"YouTube, Instagram",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,2,"Others, Home & Living","Quality of content, Positive product reviews",Return policies,3,2045,1788,3,Yes,4,Product quality,Mid-tier influencers,Rarely,No,Better product reviews
31,Prefer not to say,Sydney,12900,Graduate,"Facebook, TikTok",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,0,3,"Fitness, Home & Living","Brand reputation, Quality of content, Positive product reviews","Delivery issues, Price",4,609,894,5,Yes,3,Trust,Macro-influencers,Often,Yes,Lower prices
31,Male,Dubai,14600,Graduate,"YouTube, Instagram, TikTok",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,5,4,"Home & Living, Beauty","Brand reputation, Positive product reviews, Discounts or offers","Product quality concerns, Return policies",2,841,1226,5,Yes,3,Price,Mid-tier influencers,Rarely,No,Improve product quality
40,Male,Dubai,10500,Postgraduate,"TikTok, Others",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,0,3,"Food & Beverages, Fitness","Positive product reviews, Discounts or offers",Price,3,31210,43364,3,Yes,5,Trust,Mid-tier influencers,Rarely,No,Limit sponsored content
30,Female,Dubai,12200,Other,"Facebook, YouTube",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,3,3,"Beauty, Home & Living","Positive product reviews, Quality of content","Product quality concerns, Price",4,1875,1607,4,No,2,Price,Micro-influencers,Often,No,Highlight local brands
30,Female,Other,18200,Graduate,"Others, YouTube, TikTok",Often,"Micro-influencers (1,000 to 10,000 followers)",Online search,1,3,Others,"Brand reputation, Quality of content","Delivery issues, Product quality concerns",4,2619,2976,3,Yes,3,Trust,Mid-tier influencers,Always,Yes,Need more transparency
23,Female,Mumbai,18700,Graduate,"Others, Facebook",Never,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,1,3,Fashion,Peer influence,Price,4,4772,7867,4,No,5,Price,Micro-influencers,Sometimes,Yes,No suggestions
28,Male,Berlin,11100,Graduate,"Twitter, TikTok, Facebook",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,3,4,"Food & Beverages, Beauty","Positive product reviews, Discounts or offers",Product quality concerns,3,3367,4182,5,No,4,Convenience,Micro-influencers,Rarely,Yes,Collaborate with trusted influencers
40,Female,Other,16500,Graduate,"Instagram, TikTok, Others",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Online search,2,3,Fashion,"Positive product reviews, Quality of content",Return policies,4,1815,2463,4,Yes,3,Trust,Micro-influencers,Sometimes,Yes,Collaborate with trusted influencers
28,Male,Sydney,8300,Postgraduate,"YouTube, Others",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,4,Food & Beverages,"Discounts or offers, Peer influence, Positive product reviews","Authenticity of product, Price",3,1500,2372,5,Yes,3,Trust,Mid-tier influencers,Always,Yes,Limit sponsored content
25,Male,Berlin,10400,Graduate,"Facebook, Twitter, Others",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,0,3,Technology,"Brand reputation, Positive product reviews, Quality of content",Product quality concerns,3,2053,3256,5,Yes,4,Trust,Micro-influencers,Rarely,No,Need more transparency
33,Female,Berlin,6400,Postgraduate,"TikTok, Twitter, Instagram",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,4,"Home & Living, Others",Peer influence,"Authenticity of product, Product quality concerns",3,4339,5725,4,No,4,Product quality,Mid-tier influencers,Sometimes,Yes,Improve product quality
19,Male,Sydney,20300,Graduate,"Instagram, Twitter",Often,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,1,3,"Fashion, Food & Beverages",Discounts or offers,"Price, Authenticity of product",4,1247,1340,1,Yes,5,Product quality,Mid-tier influencers,Sometimes,Yes,No suggestions
25,Male,Dubai,12400,Postgraduate,"Instagram, Facebook, TikTok",Often,Mega-influencers (Over 1 million followers),Online search,1,4,"Fashion, Fitness",Peer influence,Price,3,201,262,4,Yes,5,Trust,Micro-influencers,Often,Yes,Lower prices
34,Male,New York,8300,Postgraduate,"Twitter, Instagram, YouTube",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,0,4,Others,"Peer influence, Positive product reviews",Product quality concerns,3,1591,1787,4,No,4,Trust,Mid-tier influencers,Never,Yes,Need more transparency
33,Male,Other,16500,Graduate,"YouTube, Twitter, TikTok",Always,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,0,5,"Technology, Food & Beverages","Quality of content, Brand reputation, Discounts or offers","Price, Return policies",3,5068,4496,3,Yes,4,Product quality,Micro-influencers,Sometimes,Yes,Need more transparency
26,Male,New York,36400,Graduate,"Others, TikTok",Always,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,2,5,"Others, Fitness","Quality of content, Discounts or offers","Product quality concerns, Return policies",3,4620,6541,2,Yes,4,Trust,Micro-influencers,Sometimes,Yes,Lower prices
34,Female,Mumbai,29500,Graduate,"Twitter, TikTok",Never,"Macro-influencers (100,000 to 1 million followers)",Online search,0,5,Beauty,"Peer influence, Brand reputation, Quality of content","Price, Product quality concerns",1,3086,3036,5,Yes,4,Trust,Micro-influencers,Sometimes,Yes,Lower prices
32,Male,Mumbai,12100,High School,"Twitter, Instagram",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,2,"Beauty, Home & Living","Peer influence, Brand reputation",Product quality concerns,3,3817,4152,3,Yes,4,Convenience,Macro-influencers,Sometimes,Yes,Lower prices
27,Female,Other,33400,Postgraduate,"TikTok, YouTube",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,5,1,"Fashion, Home & Living",Brand reputation,Return policies,4,721,998,3,Yes,3,Price,Mid-tier influencers,Often,No,Lower prices
27,Female,Dubai,17100,High School,"YouTube, Instagram, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,5,Others,Positive product reviews,Authenticity of product,4,1481,2314,5,No,3,Product quality,Micro-influencers,Rarely,Yes,Collaborate with trusted influencers
33,Male,Dubai,12300,Graduate,"TikTok, Instagram",Often,Mega-influencers (Over 1 million followers),Online search,1,2,"Fashion, Technology","Peer influence, Brand reputation, Discounts or offers",Product quality concerns,4,3037,4191,4,No,3,Convenience,Micro-influencers,Rarely,No,Highlight local brands
31,Female,Berlin,10400,High School,"Twitter, TikTok, Instagram",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,3,2,"Beauty, Others","Peer influence, Discounts or offers, Quality of content",Return policies,3,1301,1636,3,Yes,4,Trust,Mid-tier influencers,Rarely,Yes,Better product reviews
20,Female,Dubai,6100,High School,"Others, TikTok",Always,Mega-influencers (Over 1 million followers),Through influencer content,1,2,"Food & Beverages, Fitness","Quality of content, Brand reputation",Authenticity of product,3,415,610,3,Yes,3,Price,Mid-tier influencers,Often,No,Improve product quality
22,Female,Mumbai,14500,Graduate,"TikTok, Instagram",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,4,5,Fashion,"Discounts or offers, Brand reputation","Product quality concerns, Return policies",5,1596,2462,5,No,4,Trust,Mega-influencers,Sometimes,No,Collaborate with trusted influencers
18,Male,Berlin,13900,Graduate,"YouTube, TikTok, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,4,2,"Others, Beauty","Peer influence, Positive product reviews",Product quality concerns,4,1566,1904,4,Yes,4,Price,Macro-influencers,Sometimes,Yes,Improve product quality
37,Female,Mumbai,14500,Graduate,"Others, Facebook, YouTube",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Other,3,2,Fitness,Discounts or offers,"Price, Product quality concerns",4,2357,2877,3,Yes,3,Trust,Micro-influencers,Always,Yes,Lower prices
37,Male,Dubai,42800,Postgraduate,"Instagram, Others, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,1,3,"Fitness, Fashion","Quality of content, Discounts or offers, Positive product reviews","Price, Return policies",3,2256,2448,5,Yes,4,Trust,Micro-influencers,Often,Yes,Highlight local brands
36,Female,New York,16600,Graduate,"TikTok, Instagram, Facebook",Rarely,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,3,Others,Quality of content,Price,3,1586,1915,2,Yes,1,Product quality,Micro-influencers,Always,Yes,Lower prices
29,Female,Berlin,32500,High School,"TikTok, Instagram, Others",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,2,4,Technology,Quality of content,"Product quality concerns, Price",4,1089,1546,4,Yes,2,Trust,Micro-influencers,Sometimes,Yes,No suggestions
27,Female,Mumbai,22000,Postgraduate,"YouTube, Twitter, Facebook",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,6,4,"Others, Home & Living","Positive product reviews, Quality of content","Price, Return policies",1,2002,2215,2,Yes,3,Trust,Micro-influencers,Always,No,Highlight local brands
16,Male,Sydney,22500,Graduate,"Others, Facebook",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,5,"Fashion, Beauty",Discounts or offers,"Delivery issues, Return policies",4,6586,6996,2,No,4,Trust,Mid-tier influencers,Rarely,No,Better product reviews
32,Female,Mumbai,19700,Graduate,"Others, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,5,"Beauty, Technology","Peer influence, Positive product reviews, Quality of content",Return policies,3,3785,5036,3,Yes,3,Trust,Micro-influencers,Often,Yes,Need more transparency
32,Female,London,25700,Graduate,"YouTube, Twitter",Always,"Micro-influencers (1,000 to 10,000 followers)",Online search,1,4,Others,Quality of content,"Product quality concerns, Authenticity of product",3,2218,2681,3,Yes,5,Price,Micro-influencers,Often,Yes,Better product reviews
32,Female,Sydney,15100,Postgraduate,"Others, YouTube, Instagram",Rarely,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,1,5,Beauty,Quality of content,"Return policies, Authenticity of product",3,741,1109,5,Yes,4,Trust,Macro-influencers,Sometimes,Yes,No suggestions
27,Female,Berlin,31300,Postgraduate,"Facebook, Instagram",Always,Mega-influencers (Over 1 million followers),Online search,2,4,"Fashion, Others",Brand reputation,"Product quality concerns, Authenticity of product",5,975,894,3,Yes,4,Price,Micro-influencers,Sometimes,No,Need more transparency
22,Female,London,10300,Graduate,"Facebook, TikTok",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Advertisements,1,4,Beauty,Quality of content,Authenticity of product,4,2652,4180,4,Yes,5,Trust,Micro-influencers,Sometimes,No,No suggestions
18,Male,Mumbai,12000,Graduate,"Instagram, Others",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,3,"Beauty, Home & Living","Discounts or offers, Brand reputation, Positive product reviews",Delivery issues,1,947,1112,3,Yes,3,Other,Macro-influencers,Rarely,Yes,Highlight local brands
23,Female,London,19300,High School,"Instagram, Others, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,5,"Food & Beverages, Beauty","Quality of content, Brand reputation",Product quality concerns,3,3204,4566,5,Yes,5,Product quality,Micro-influencers,Always,Yes,Collaborate with trusted influencers
35,Female,Berlin,20300,Graduate,"YouTube, Twitter, Others",Often,Mega-influencers (Over 1 million followers),Through influencer content,1,3,Fitness,Quality of content,"Price, Delivery issues",4,2813,4686,3,No,3,Price,Mid-tier influencers,Sometimes,Yes,No suggestions
27,Female,Berlin,12700,Graduate,"YouTube, Instagram",Often,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,2,4,"Technology, Home & Living","Quality of content, Peer influence, Brand reputation",Price,3,1434,1527,3,Yes,4,Trust,Micro-influencers,Sometimes,Yes,Lower prices
